"SimulationNo","PercentVar","Rhat_k","Rhat_l","Rhat_s"
"586Mcmc.Rdata","Var_001",1.01217718704359,0.999528419210332,1.01070785150546
"58Mcmc.Rdata","Var_001",1.00742650382839,0.999416279641002,1.0068347162011
"598Mcmc.Rdata","Var_001",1.02820893303036,1.00001471386919,1.02537902954568
"610Mcmc.Rdata","Var_001",1.02358357074256,0.999923667027026,1.02432776221955
"622Mcmc.Rdata","Var_001",1.00345949450489,0.999313895492594,1.00437233683358
"634Mcmc.Rdata","Var_001",1.00754057765107,0.999448663249524,1.00712303523463
"646Mcmc.Rdata","Var_001",1.00441712255844,0.999351401477857,1.00297459372285
"658Mcmc.Rdata","Var_001",1.00493514617516,0.999333215475687,1.00403137121865
"670Mcmc.Rdata","Var_001",1.00115860247853,0.999258146581797,1.00065048738173
"682Mcmc.Rdata","Var_001",1.00689628333028,0.999391495843548,1.00579987554946
"694Mcmc.Rdata","Var_001",1.00589318812304,0.99934951226508,1.00561971357853
"706Mcmc.Rdata","Var_001",1.01799084825457,0.999717464774051,1.01774635254975
"70Mcmc.Rdata","Var_001",1.01420344883729,0.999607456829408,1.01490374475881
"718Mcmc.Rdata","Var_001",0.999648893080665,0.999220038164201,0.999777334160545
"730Mcmc.Rdata","Var_001",1.00541187865228,0.999363373402759,1.00544402358078
"742Mcmc.Rdata","Var_001",1.01875853625943,0.999733266823669,1.01804938090005
"754Mcmc.Rdata","Var_001",1.04640297947323,1.00041292346307,1.04589988798407
"766Mcmc.Rdata","Var_001",1.01063001116235,0.999508289002877,1.00940392711428
"778Mcmc.Rdata","Var_001",1.01027810878395,0.999464704141976,1.01050041679579
"790Mcmc.Rdata","Var_001",0.999850796766068,0.999207951497857,1.00018391227132
"802Mcmc.Rdata","Var_001",1.03910890984863,1.00021392585921,1.03608907605144
"814Mcmc.Rdata","Var_001",1.00535852073105,0.999367669244608,1.00504171351102
"826Mcmc.Rdata","Var_001",1.00633019834237,0.999384261162843,1.00768030123444
"82Mcmc.Rdata","Var_001",1.07630702008791,1.00120476380964,1.07383350488871
"838Mcmc.Rdata","Var_001",1.00829042201313,0.999418917573949,1.0062628779648
"850Mcmc.Rdata","Var_001",1.04535275260365,1.0003961228152,1.04206509634005
"862Mcmc.Rdata","Var_001",1.00253726508237,0.999295949822309,1.00248454126275
"874Mcmc.Rdata","Var_001",1.00703161391732,0.999411920247772,1.00653670265458
"886Mcmc.Rdata","Var_001",1.00321104975484,0.99929044082487,1.00304884425733
"898Mcmc.Rdata","Var_001",1.00410477330645,0.999330252589043,1.00347290055995
"910Mcmc.Rdata","Var_001",0.999972424453264,0.99922206573624,1.00012271791144
"922Mcmc.Rdata","Var_001",1.01041195449677,0.999530542735623,1.01200605756749
"934Mcmc.Rdata","Var_001",1.0088551476036,0.999448539710335,1.00736515276663
"946Mcmc.Rdata","Var_001",1.00464965012534,0.999346752693035,1.00533165094473
"94Mcmc.Rdata","Var_001",1.00151875775978,0.999263140570879,1.00155425025557
"958Mcmc.Rdata","Var_001",1.0084919124834,0.999457069091014,1.00919178149034
"970Mcmc.Rdata","Var_001",1.0232671965908,0.999852906169073,1.02657559157632
"982Mcmc.Rdata","Var_001",1.02881838677885,0.999933464742207,1.02627040461378
"994Mcmc.Rdata","Var_001",1.00086169104492,0.999244432578623,1.00073590774306
"107Mcmc.Rdata","Var_001",1.00418665073677,0.999349610280434,1.0028166494405
